tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
115.0,3.0537,1.55,7.75,9.3,12.3537
116.0,3.0537,1.55,7.75,9.3,12.3537
117.0,3.0537,1.55,7.75,9.3,12.3537
118.0,3.0537,1.55,7.75,9.3,12.3537
119.0,3.0537,1.55,7.75,9.3,12.3537
120.0,3.0537,1.55,7.75,9.3,12.3537
121.0,3.0537,1.55,7.75,9.3,12.3537
122.0,3.0537,1.55,7.75,9.3,12.3537
123.0,3.0537,1.55,7.75,9.3,12.3537
124.0,3.0537,1.55,7.75,9.3,12.3537
125.0,3.0537,1.55,7.75,9.3,12.3537
126.0,3.0537,1.55,7.75,9.3,12.3537
127.0,3.0537,1.55,7.75,9.3,12.3537
128.0,3.0537,1.55,7.75,9.3,12.3537
129.0,3.0537,1.55,7.75,9.3,12.3537
130.0,3.0537,1.55,7.75,9.3,12.3537
131.0,3.0537,1.55,7.75,9.3,12.3537
132.0,3.0537,1.55,7.75,9.3,12.3537
133.0,3.0537,1.55,7.75,9.3,12.3537
134.0,3.0537,1.55,7.75,9.3,12.3537
135.0,3.0537,1.55,7.75,9.3,12.3537
136.0,3.0537,1.55,7.75,9.3,12.3537
137.0,3.0537,1.55,7.75,9.3,12.3537
138.0,3.0537,1.55,7.75,9.3,12.3537
139.0,3.0537,1.55,7.75,9.3,12.3537
140.0,3.0537,1.55,7.75,9.3,12.3537
141.0,3.0537,1.55,7.75,9.3,12.3537
142.0,3.0537,1.55,7.75,9.3,12.3537
143.0,3.0537,1.55,7.75,9.3,12.3537
144.0,3.0537,1.55,7.75,9.3,12.3537
145.0,3.0537,1.55,7.75,9.3,12.3537
146.0,3.0537,1.55,7.75,9.3,12.3537
147.0,3.0537,1.55,7.75,9.3,12.3537
148.0,3.0537,1.55,7.75,9.3,12.3537
149.0,3.0537,1.55,7.75,9.3,12.3537
150.0,3.0537,1.55,7.75,9.3,12.3537
